Uploaded,System,CPU Details,Frequency_MHz,Cores,Platform,API,Score Label,Compute Score,Result URL,Schema
"Nov 06, 2025",iPhone 13 Pro,Apple A15 Bionic 3230 MHz (6 cores),3230.0,6,iOS,Metal,Metal Score,21607,/v6/compute/5150539,v6-compute
"Nov 06, 2025",Dell Inc. Dell Pro Tower Plus QBT1250,Intel Core Ultra 7 265 5300 MHz (20 cores),5300.0,20,Linux,Vulkan,Vulkan Score,69873,/v6/compute/5150538,v6-compute
"Nov 06, 2025",samsung SM-A057F,ARM ARMv8 1900 MHz (8 cores),1900.0,8,Android,OpenCL,OpenCL Score,349,/v6/compute/5150537,v6-compute
"Nov 06, 2025",samsung SM-S721B,ARM ARMv8 1959 MHz (10 cores),1959.0,10,Android,OpenCL,OpenCL Score,13837,/v6/compute/5150536,v6-compute
"Nov 06, 2025",TECNO Mobile Limited MEGABOOK S14,Intel Core Ultra 7 155H 3800 MHz (16 cores),3800.0,16,Windows,OpenCL,OpenCL Score,10677,/v6/compute/5150535,v6-compute
"Nov 06, 2025",samsung SM-A566E,ARM ARMv8 1950 MHz (8 cores),1950.0,8,Android,OpenCL,OpenCL Score,6920,/v6/compute/5150534,v6-compute
"Nov 06, 2025",iPhone 16 Pro,Apple A18 Pro 4040 MHz (6 cores),4040.0,6,iOS,Metal,Metal Score,32748,/v6/compute/5150533,v6-compute
"Nov 06, 2025 fridriksa",Xiaomi 2506BPN68G,ARM ARMv8 2400 MHz (8 cores),2400.0,8,Android,OpenCL,OpenCL Score,20726,/v6/compute/5150532,v6-compute
"Nov 06, 2025",iPhone 12,Apple A14 Bionic 2990 MHz (6 cores),2990.0,6,iOS,Metal,Metal Score,16872,/v6/compute/5150531,v6-compute
"Nov 06, 2025",iPhone 11,Apple A13 Bionic 2660 MHz (6 cores),2660.0,6,iOS,Metal,Metal Score,14129,/v6/compute/5150530,v6-compute
"Nov 06, 2025","iPad15,3",ARM 4055 MHz (8 cores),4055.0,8,iOS,Metal,Metal Score,44474,/v6/compute/5150529,v6-compute
"Nov 06, 2025",motorola motorola edge plus 2023,ARM ARMv8 2016 MHz (8 cores),2016.0,8,Android,OpenCL,OpenCL Score,8686,/v6/compute/5150528,v6-compute
"Nov 06, 2025",ASUS System Product Name,Intel Core i7-10700F 2904 MHz (8 cores),2904.0,8,Windows,OpenCL,OpenCL Score,101794,/v6/compute/5150527,v6-compute
"Nov 06, 2025",iPhone 13,Apple A15 Bionic 3230 MHz (6 cores),3230.0,6,iOS,Metal,Metal Score,18322,/v6/compute/5150526,v6-compute
"Nov 06, 2025",Dell Inc. Latitude 3440,Intel Core i5-1335U 1300 MHz (10 cores),1300.0,10,Windows,OpenCL,OpenCL Score,9068,/v6/compute/5150525,v6-compute
"Nov 06, 2025",HP OMEN by HP 25L Gaming Desktop GT14-2xxx,Intel Core i7-14700F 2094 MHz (20 cores),2094.0,20,Windows,OpenCL,OpenCL Score,283569,/v6/compute/5150524,v6-compute
"Nov 06, 2025","Micro-Star International Co., Ltd. Katana GF76 11UC",Intel Core i7-11800H 2304 MHz (8 cores),2304.0,8,Windows,Vulkan,Vulkan Score,51952,/v6/compute/5150523,v6-compute
"Nov 06, 2025","MacBook Pro (14-inch, 2021)",Apple M1 Pro 2441 MHz (8 cores),2441.0,8,macOS,OpenCL,OpenCL Score,37262,/v6/compute/5150522,v6-compute
"Nov 06, 2025",Xiaomi 2506BPN68G,ARM ARMv8 2400 MHz (8 cores),2400.0,8,Android,OpenCL,OpenCL Score,20316,/v6/compute/5150521,v6-compute
"Nov 06, 2025",ASUSTeK COMPUTER INC. ROG Strix G513RW_G513RW,AMD Ryzen 7 6800H 3201 MHz (8 cores),3201.0,8,Windows,Vulkan,Vulkan Score,27910,/v6/compute/5150520,v6-compute
"Nov 06, 2025",iPhone 16 Pro Max,Apple A18 Pro 4040 MHz (6 cores),4040.0,6,iOS,Metal,Metal Score,32487,/v6/compute/5150519,v6-compute
"Nov 06, 2025",Xiaomi 23049PCD8G,ARM ARMv8 1804 MHz (8 cores),1804.0,8,Android,Vulkan,Vulkan Score,4148,/v6/compute/5150518,v6-compute
"Nov 06, 2025",Google Pixel 7,ARM ARMv8 1803 MHz (8 cores),1803.0,8,Android,OpenCL,OpenCL Score,5436,/v6/compute/5150517,v6-compute
"Nov 06, 2025",iPhone 16,Apple A18 4040 MHz (6 cores),4040.0,6,iOS,Metal,Metal Score,27876,/v6/compute/5150516,v6-compute
"Nov 06, 2025",Acer Aspire AL15-51M,Intel Core i5-1155G7 2429 MHz (4 cores),2429.0,4,Windows,Vulkan,Vulkan Score,13256,/v6/compute/5150515,v6-compute
"Nov 06, 2025 fridriksa",Xiaomi 2506BPN68G,ARM ARMv8 2400 MHz (8 cores),2400.0,8,Android,Vulkan,Vulkan Score,22299,/v6/compute/5150514,v6-compute
"Nov 06, 2025 depot",Mac mini (2024),Apple M4 Pro 4507 MHz (14 cores),4507.0,14,macOS,Metal,Metal Score,107702,/v6/compute/5150513,v6-compute
"Nov 06, 2025",iPhone 13 Pro,Apple A15 Bionic 3230 MHz (6 cores),3230.0,6,iOS,Metal,Metal Score,21546,/v6/compute/5150512,v6-compute
"Nov 06, 2025",samsung SM-A055M,ARM ARMv8 1800 MHz (8 cores),1800.0,8,Android,OpenCL,OpenCL Score,1124,/v6/compute/5150511,v6-compute
"Nov 06, 2025",ASUSTeK COMPUTER INC. ASUS TUF Gaming F17 FX706HF_FX706HF,Intel Core i5-11400H 2688 MHz (6 cores),2688.0,6,Windows,OpenCL,OpenCL Score,50464,/v6/compute/5150510,v6-compute
"Nov 06, 2025",TECNO Mobile Limited MEGABOOK S14,Intel Core Ultra 5 125H 3600 MHz (14 cores),3600.0,14,Windows,OpenCL,OpenCL Score,17301,/v6/compute/5150509,v6-compute
"Nov 06, 2025",iPhone 14 Pro,Apple A16 Bionic 3460 MHz (6 cores),3460.0,6,iOS,Metal,Metal Score,23133,/v6/compute/5150508,v6-compute
"Nov 06, 2025",ASUSTeK COMPUTER INC. ROG Strix G513RW_G513RW,AMD Ryzen 7 6800H 3201 MHz (8 cores),3201.0,8,Windows,OpenCL,OpenCL Score,124063,/v6/compute/5150507,v6-compute
"Nov 06, 2025",iPad Air 11-inch (M2),Apple M2 3476 MHz (8 cores),3476.0,8,iOS,Metal,Metal Score,43383,/v6/compute/5150506,v6-compute
"Nov 06, 2025","iPhone18,3",ARM 4256 MHz (6 cores),4256.0,6,iOS,Metal,Metal Score,37090,/v6/compute/5150505,v6-compute
"Nov 06, 2025 depot",Mac mini (2024),Apple M4 Pro 4507 MHz (14 cores),4507.0,14,macOS,OpenCL,OpenCL Score,69784,/v6/compute/5150504,v6-compute
"Nov 06, 2025",Samsung Galaxy Z Fold4,ARM ARMv8 2016 MHz (8 cores),2016.0,8,Android,OpenCL,OpenCL Score,6050,/v6/compute/5150503,v6-compute
"Nov 06, 2025",LENOVO 83D5,AMD Ryzen 7 8845HS 3801 MHz (8 cores),3801.0,8,Windows,OpenCL,OpenCL Score,81496,/v6/compute/5150502,v6-compute
"Nov 06, 2025","iPhone18,1",ARM 4256 MHz (6 cores),4256.0,6,iOS,Metal,Metal Score,45853,/v6/compute/5150501,v6-compute
"Nov 06, 2025",vivo V2505A,Qualcomm ARMv8 3628 MHz (8 cores),3628.0,8,Android,Vulkan,Vulkan Score,27596,/v6/compute/5150500,v6-compute
"Nov 06, 2025",ASUSTeK COMPUTER INC. ASUS TUF Gaming F17 FX706HF_FX706HF,Intel Core i5-11400H 2688 MHz (6 cores),2688.0,6,Windows,Vulkan,Vulkan Score,48546,/v6/compute/5150499,v6-compute
"Nov 06, 2025",iPhone 16 Pro Max,Apple A18 Pro 4040 MHz (6 cores),4040.0,6,iOS,Metal,Metal Score,33147,/v6/compute/5150498,v6-compute
"Nov 06, 2025 chetz",vivo V2502A,ARM ARMv8 2700 MHz (8 cores),2700.0,8,Android,OpenCL,OpenCL Score,24078,/v6/compute/5150497,v6-compute
"Nov 06, 2025",iPhone 16 Pro,Apple A18 Pro 4040 MHz (6 cores),4040.0,6,iOS,Metal,Metal Score,32395,/v6/compute/5150496,v6-compute
"Nov 06, 2025","iPhone18,1",ARM 4252 MHz (6 cores),4252.0,6,iOS,Metal,Metal Score,45484,/v6/compute/5150495,v6-compute
"Nov 06, 2025","Micro-Star International Co., Ltd. Katana GF76 11UC",Intel Core i7-11800H 2304 MHz (8 cores),2304.0,8,Windows,OpenCL,OpenCL Score,6760,/v6/compute/5150494,v6-compute
"Nov 06, 2025",samsung SM-A566S,ARM ARMv8 1950 MHz (8 cores),1950.0,8,Android,OpenCL,OpenCL Score,6852,/v6/compute/5150493,v6-compute
"Nov 06, 2025",Xiaomi 23049PCD8G,ARM ARMv8 1804 MHz (8 cores),1804.0,8,Android,Vulkan,Vulkan Score,4243,/v6/compute/5150492,v6-compute
"Nov 06, 2025",iPhone 13,Apple A15 Bionic 3230 MHz (6 cores),3230.0,6,iOS,Metal,Metal Score,18560,/v6/compute/5150491,v6-compute
"Nov 06, 2025",MacBook Pro (15-inch Mid 2017),Intel Core i7-7700HQ 2800 MHz (4 cores),2800.0,4,macOS,OpenCL,OpenCL Score,17012,/v6/compute/5150490,v6-compute
"Nov 06, 2025",OnePlus CPH2717,ARM ARMv8 2200 MHz (8 cores),2200.0,8,Android,OpenCL,OpenCL Score,7490,/v6/compute/5150489,v6-compute
"Nov 06, 2025",Samsung Galaxy Z Fold5,ARM ARMv8 2016 MHz (8 cores),2016.0,8,Android,OpenCL,OpenCL Score,9454,/v6/compute/5150488,v6-compute
"Nov 06, 2025",Samsung Galaxy Z Fold5,ARM ARMv8 2016 MHz (8 cores),2016.0,8,Android,OpenCL,OpenCL Score,9453,/v6/compute/5150487,v6-compute
"Nov 06, 2025","iPhone18,1",ARM 4252 MHz (6 cores),4252.0,6,iOS,Metal,Metal Score,45926,/v6/compute/5150486,v6-compute
"Nov 06, 2025",Dell Inc. Inspiron 15-3567,Intel Pentium 4405U 2094 MHz (2 cores),2094.0,2,Windows,OpenCL,OpenCL Score,1732,/v6/compute/5150485,v6-compute
"Nov 06, 2025",HP OMEN by HP 25L Gaming Desktop GT14-2xxx,Intel Core i7-14700F 2094 MHz (20 cores),2094.0,20,Windows,OpenCL,OpenCL Score,283741,/v6/compute/5150484,v6-compute
"Nov 06, 2025",iPhone 13 Pro Max,Apple A15 Bionic 3230 MHz (6 cores),3230.0,6,iOS,Metal,Metal Score,21435,/v6/compute/5150483,v6-compute
"Nov 06, 2025","iPhone18,1",ARM 1603 MHz (6 cores),1603.0,6,iOS,Metal,Metal Score,27181,/v6/compute/5150482,v6-compute
"Nov 06, 2025","iPhone18,2",ARM 4254 MHz (6 cores),4254.0,6,iOS,Metal,Metal Score,45931,/v6/compute/5150481,v6-compute
"Nov 06, 2025",iPhone 16 Pro Max,Apple A18 Pro 4040 MHz (6 cores),4040.0,6,iOS,Metal,Metal Score,32534,/v6/compute/5150480,v6-compute
"Nov 06, 2025",Xiaomi Redmi Note 9 Pro,Qualcomm Qualcomm 1804 MHz (8 cores),1804.0,8,Android,OpenCL,OpenCL Score,1214,/v6/compute/5150479,v6-compute
"Nov 06, 2025",TECNO Mobile Limited MEGABOOK S14,Intel Core Ultra 7 155H 3800 MHz (16 cores),3800.0,16,Windows,OpenCL,OpenCL Score,20022,/v6/compute/5150478,v6-compute
"Nov 06, 2025","MacBook Pro (16-inch, Nov 2023)",Apple M3 Pro 4055 MHz (12 cores),4055.0,12,macOS,OpenCL,OpenCL Score,52770,/v6/compute/5150477,v6-compute
"Nov 06, 2025",iPhone 15 Pro Max,Apple A17 Pro 3780 MHz (6 cores),3780.0,6,iOS,Metal,Metal Score,28454,/v6/compute/5150476,v6-compute
"Nov 06, 2025",TECNO Mobile Limited MEGABOOK S14,Intel Core Ultra 9 185H 2500 MHz (16 cores),2500.0,16,Windows,OpenCL,OpenCL Score,18510,/v6/compute/5150475,v6-compute
"Nov 06, 2025",Samsung Galaxy S23 Ultra,ARM ARMv8 2016 MHz (8 cores),2016.0,8,Android,OpenCL,OpenCL Score,7916,/v6/compute/5150474,v6-compute
"Nov 06, 2025",iPhone 16 Pro Max,Apple A18 Pro 4040 MHz (6 cores),4040.0,6,iOS,Metal,Metal Score,32533,/v6/compute/5150473,v6-compute
"Nov 06, 2025",vivo V2453A,ARM ARMv8 2016 MHz (8 cores),2016.0,8,Android,OpenCL,OpenCL Score,7807,/v6/compute/5150472,v6-compute
"Nov 06, 2025",Dell Inc. Latitude 5340,Intel Core i5-1335U 2493 MHz (10 cores),2493.0,10,Windows,OpenCL,OpenCL Score,9726,/v6/compute/5150471,v6-compute
"Nov 06, 2025",iPhone 13 Pro Max,Apple A15 Bionic 3230 MHz (6 cores),3230.0,6,iOS,Metal,Metal Score,21532,/v6/compute/5150470,v6-compute
"Nov 06, 2025","iPhone18,3",ARM 4258 MHz (6 cores),4258.0,6,iOS,Metal,Metal Score,37355,/v6/compute/5150469,v6-compute
"Nov 06, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,Metal,Metal Score,76840,/v6/compute/5150468,v6-compute
"Nov 06, 2025",ASUSTeK COMPUTER INC. ROG Zephyrus G14 GA402RJ_GA402RJ,AMD Ryzen 7 6800HS 3201 MHz (8 cores),3201.0,8,Windows,Vulkan,Vulkan Score,79302,/v6/compute/5150467,v6-compute
"Nov 06, 2025",Hewlett-Packard 198F,Intel Core i5-4300U 2900 MHz (2 cores),2900.0,2,Android,Vulkan,Vulkan Score,2352,/v6/compute/5150466,v6-compute
"Nov 06, 2025",ASUSTeK COMPUTER INC. PRIME H610M-A D4,Intel Core i7-13700 5100 MHz (16 cores),5100.0,16,Android,Vulkan,Vulkan Score,102284,/v6/compute/5150465,v6-compute
"Nov 06, 2025","Microsoft Corporation Microsoft Surface Laptop, 7th Edition",Snapdragon X X1E80100 3417 MHz (12 cores),3417.0,12,Windows,OpenCL,OpenCL Score,18867,/v6/compute/5150464,v6-compute
"Nov 06, 2025",OnePlus CPH2691,ARM ARMv8 2265 MHz (8 cores),2265.0,8,Android,OpenCL,OpenCL Score,14293,/v6/compute/5150463,v6-compute
"Nov 06, 2025",Xiaomi 11T Pro,ARM Vili 1804 MHz (8 cores),1804.0,8,Android,Vulkan,Vulkan Score,4640,/v6/compute/5150462,v6-compute
"Nov 06, 2025",iPhone 12 Pro,Apple A14 Bionic 2990 MHz (6 cores),2990.0,6,iOS,Metal,Metal Score,16640,/v6/compute/5150461,v6-compute
"Nov 06, 2025",HP OMEN by HP 25L Gaming Desktop GT14-2xxx,Intel Core i7-14700F 2094 MHz (20 cores),2094.0,20,Windows,OpenCL,OpenCL Score,250677,/v6/compute/5150460,v6-compute
"Nov 06, 2025",iPhone 16 Pro Max,Apple A18 Pro 4040 MHz (6 cores),4040.0,6,iOS,Metal,Metal Score,17779,/v6/compute/5150459,v6-compute
"Nov 06, 2025",Samsung Galaxy Note20 Ultra,ARMv8 2002 MHz (8 cores),2002.0,8,Android,OpenCL,OpenCL Score,5237,/v6/compute/5150458,v6-compute
"Nov 06, 2025","iPad15,3",ARM 4053 MHz (8 cores),4053.0,8,iOS,Metal,Metal Score,45945,/v6/compute/5150457,v6-compute
"Nov 06, 2025","iPhone18,1",ARM 4212 MHz (6 cores),4212.0,6,iOS,Metal,Metal Score,46009,/v6/compute/5150456,v6-compute
"Nov 06, 2025",iPhone 13 Pro,Apple A15 Bionic 3230 MHz (6 cores),3230.0,6,iOS,Metal,Metal Score,21707,/v6/compute/5150455,v6-compute
"Nov 06, 2025",iPhone 14,Apple A15 Bionic 3230 MHz (6 cores),3230.0,6,iOS,Metal,Metal Score,21409,/v6/compute/5150454,v6-compute
"Nov 06, 2025",vivo V2502A,ARM ARMv8 2700 MHz (8 cores),2700.0,8,Android,OpenCL,OpenCL Score,24106,/v6/compute/5150453,v6-compute
"Nov 06, 2025","iPhone17,5",ARM 4031 MHz (6 cores),4031.0,6,iOS,Metal,Metal Score,24079,/v6/compute/5150452,v6-compute
"Nov 06, 2025","Micro-Star International Co., Ltd. Katana GF76 11UC",Intel Core i7-11800H 2304 MHz (8 cores),2304.0,8,Windows,OpenCL,OpenCL Score,55635,/v6/compute/5150451,v6-compute
"Nov 06, 2025",iPhone 14,Apple A15 Bionic 3230 MHz (6 cores),3230.0,6,iOS,Metal,Metal Score,15980,/v6/compute/5150450,v6-compute
"Nov 06, 2025",Generic,AMD Ryzen 9 3900 3693 MHz (12 cores),3693.0,12,Windows,OpenCL,OpenCL Score,14733,/v6/compute/5150449,v6-compute
"Nov 06, 2025",samsung SM-S721B,ARM ARMv8 1959 MHz (10 cores),1959.0,10,Android,OpenCL,OpenCL Score,13463,/v6/compute/5150448,v6-compute
"Nov 06, 2025",HUAWEI SUP-AL90,vendor 1600 MHz (6 cores),1600.0,6,Android,OpenCL,OpenCL Score,3113,/v6/compute/5150447,v6-compute
"Nov 06, 2025",Samsung Galaxy A54,ARM ARMv8 2002 MHz (8 cores),2002.0,8,Android,Vulkan,Vulkan Score,3073,/v6/compute/5150446,v6-compute
"Nov 06, 2025",iPhone 14 Pro,Apple A16 Bionic 3460 MHz (6 cores),3460.0,6,iOS,Metal,Metal Score,23847,/v6/compute/5150445,v6-compute
"Nov 06, 2025",iPhone 13 Pro Max,Apple A15 Bionic 3230 MHz (6 cores),3230.0,6,iOS,Metal,Metal Score,21479,/v6/compute/5150444,v6-compute
"Nov 06, 2025",LENOVO 20KNS0K100,Intel Core i5-8250U 1801 MHz (4 cores),1801.0,4,Windows,OpenCL,OpenCL Score,4778,/v6/compute/5150443,v6-compute
"Nov 06, 2025",samsung SM-S721B,ARM ARMv8 1959 MHz (10 cores),1959.0,10,Android,OpenCL,OpenCL Score,11894,/v6/compute/5150442,v6-compute
"Nov 06, 2025",OnePlus CPH2691,ARM ARMv8 2265 MHz (8 cores),2265.0,8,Android,OpenCL,OpenCL Score,14156,/v6/compute/5150441,v6-compute
"Nov 06, 2025",iPad (6th generation),Apple A10 Fusion 2320 MHz (2 cores),2320.0,2,iOS,Metal,Metal Score,3259,/v6/compute/5150440,v6-compute
"Nov 06, 2025",vivo V2329A,ARM ARMv8 2265 MHz (8 cores),2265.0,8,Android,Vulkan,Vulkan Score,14635,/v6/compute/5150439,v6-compute
"Nov 06, 2025","iPhone18,1",ARM 4251 MHz (6 cores),4251.0,6,iOS,Metal,Metal Score,46025,/v6/compute/5150438,v6-compute
"Nov 06, 2025",LENOVO 21KR,Intel Core Ultra 9 185H 2300 MHz (16 cores),2300.0,16,Windows,OpenCL,OpenCL Score,40374,/v6/compute/5150437,v6-compute
"Nov 06, 2025",iPad Pro 13-inch (M4),Apple M4 4406 MHz (10 cores),4406.0,10,iOS,Metal,Metal Score,55522,/v6/compute/5150436,v6-compute
"Nov 06, 2025","Micro-Star International Co., Ltd. MS-7C37",AMD Ryzen 7 5700X 3401 MHz (8 cores),3401.0,8,Windows,OpenCL,OpenCL Score,47124,/v6/compute/5150435,v6-compute
"Nov 06, 2025 sugooooi",Google Pixel 9 Pro,ARM ARMv8 1950 MHz (8 cores),1950.0,8,Android,Vulkan,Vulkan Score,9209,/v6/compute/5150434,v6-compute
"Nov 06, 2025",Xiaomi 22041219PI,ARM MT6833 2000 MHz (8 cores),2000.0,8,Android,OpenCL,OpenCL Score,1221,/v6/compute/5150433,v6-compute
"Nov 06, 2025","iPad17,3",ARM 4424 MHz (9 cores),4424.0,9,iOS,Metal,Metal Score,74280,/v6/compute/5150432,v6-compute
"Nov 06, 2025",ASUSTeK COMPUTER INC. X555LJ,Intel Core i3-5010U 2000 MHz (2 cores),2000.0,2,Linux,Vulkan,Vulkan Score,3481,/v6/compute/5150431,v6-compute
"Nov 06, 2025","MacBook Pro (14-inch, Nov 2023)",Apple M3 Pro 3576 MHz (11 cores),3576.0,11,macOS,OpenCL,OpenCL Score,45443,/v6/compute/5150430,v6-compute
"Nov 06, 2025",iPhone 15 Pro Max,Apple A17 Pro 3780 MHz (6 cores),3780.0,6,iOS,Metal,Metal Score,28148,/v6/compute/5150429,v6-compute
"Nov 06, 2025",System manufacturer System Product Name,Intel Core i7-3770K 3509 MHz (4 cores),3509.0,4,Windows,OpenCL,OpenCL Score,16822,/v6/compute/5150428,v6-compute
"Nov 06, 2025",iPhone 15 Pro Max,Apple A17 Pro 3780 MHz (6 cores),3780.0,6,iOS,Metal,Metal Score,28083,/v6/compute/5150427,v6-compute
"Nov 06, 2025",iPhone 13,Apple A15 Bionic 3230 MHz (6 cores),3230.0,6,iOS,Metal,Metal Score,15199,/v6/compute/5150426,v6-compute
"Nov 06, 2025",Samsung Galaxy A54,ARM ARMv8 2002 MHz (8 cores),2002.0,8,Android,OpenCL,OpenCL Score,3037,/v6/compute/5150425,v6-compute
"Nov 06, 2025",iPhone 14 Plus,Apple A15 Bionic 3230 MHz (6 cores),3230.0,6,iOS,Metal,Metal Score,21218,/v6/compute/5150424,v6-compute
"Nov 06, 2025",Xiaomi Redmi Note 12 Turbo,ARM ARMv8 1804 MHz (8 cores),1804.0,8,Android,OpenCL,OpenCL Score,4037,/v6/compute/5150423,v6-compute
"Nov 06, 2025",Xiaomi Lenovo TB-9707F,ARM ARMv8 2016 MHz (8 cores),2016.0,8,Android,Vulkan,Vulkan Score,9037,/v6/compute/5150422,v6-compute
"Nov 06, 2025",Microsoft Corporation Surface Laptop 4,Intel Core i7-1185G7 2995 MHz (4 cores),2995.0,4,Windows,Vulkan,Vulkan Score,13808,/v6/compute/5150421,v6-compute
"Nov 06, 2025",LENOVO 83DX,AMD Ryzen 7 8845HS 3801 MHz (8 cores),3801.0,8,Windows,OpenCL,OpenCL Score,96917,/v6/compute/5150420,v6-compute
"Nov 06, 2025",iPhone 15,Apple A16 Bionic 3460 MHz (6 cores),3460.0,6,iOS,Metal,Metal Score,23253,/v6/compute/5150419,v6-compute
"Nov 06, 2025",iPhone 16 Pro Max,Apple A18 Pro 4040 MHz (6 cores),4040.0,6,iOS,Metal,Metal Score,32365,/v6/compute/5150418,v6-compute
"Nov 06, 2025",iPhone 16 Pro Max,Apple A18 Pro 4040 MHz (6 cores),4040.0,6,iOS,Metal,Metal Score,32607,/v6/compute/5150417,v6-compute
"Nov 06, 2025","iPad16,1",ARM 3778 MHz (6 cores),3778.0,6,iOS,Metal,Metal Score,25692,/v6/compute/5150416,v6-compute
"Nov 06, 2025","iMac20,1",Intel Core i5-13600KF 3500 MHz (6 cores),3500.0,6,macOS,Metal,Metal Score,105808,/v6/compute/5150415,v6-compute
"Nov 06, 2025",LENOVO 83DX,AMD Ryzen 7 8845HS 3801 MHz (8 cores),3801.0,8,Windows,OpenCL,OpenCL Score,25208,/v6/compute/5150414,v6-compute
"Nov 06, 2025",ASUS System Product Name,Intel Core i9-13900KF 3000 MHz (24 cores),3000.0,24,Windows,OpenCL,OpenCL Score,259029,/v6/compute/5150413,v6-compute
"Nov 06, 2025",iPhone 16 Pro Max,Apple A18 Pro 4040 MHz (6 cores),4040.0,6,iOS,Metal,Metal Score,32193,/v6/compute/5150412,v6-compute
"Nov 06, 2025",vivo V2427,ARM ARMv8 1804 MHz (8 cores),1804.0,8,Android,OpenCL,OpenCL Score,3551,/v6/compute/5150411,v6-compute
"Nov 06, 2025",samsung SM-X216B,ARM ARMv8 1804 MHz (8 cores),1804.0,8,Android,OpenCL,OpenCL Score,1407,/v6/compute/5150410,v6-compute
"Nov 06, 2025",iPhone 13,Apple A15 Bionic 3230 MHz (6 cores),3230.0,6,iOS,Metal,Metal Score,15528,/v6/compute/5150409,v6-compute
"Nov 06, 2025","iPad15,7",ARM 3443 MHz (5 cores),3443.0,5,iOS,Metal,Metal Score,19361,/v6/compute/5150408,v6-compute
"Nov 06, 2025",iPhone 15,Apple A16 Bionic 3460 MHz (6 cores),3460.0,6,iOS,Metal,Metal Score,23127,/v6/compute/5150407,v6-compute
"Nov 06, 2025",Giga Computing MS74-HB0-000,Intel Xeon 6710E 3200 MHz (128 cores),3200.0,128,Linux,OpenCL,OpenCL Score,449328,/v6/compute/5150406,v6-compute
"Nov 06, 2025",HUAWEI TXZ-W09,ARMv8 1306 MHz (12 cores),1306.0,12,Android,Vulkan,Vulkan Score,998,/v6/compute/5150405,v6-compute
"Nov 06, 2025","Gigabyte Technology Co., Ltd. B560M H V2",Intel Core i7-10700 2894 MHz (8 cores),2894.0,8,Windows,OpenCL,OpenCL Score,56990,/v6/compute/5150404,v6-compute
"Nov 06, 2025",Xiaomi Lenovo TB-9707F,ARM ARMv8 2016 MHz (8 cores),2016.0,8,Android,Vulkan,Vulkan Score,9578,/v6/compute/5150403,v6-compute
"Nov 06, 2025",samsung SM-S731B,ARM ARMv8 1959 MHz (10 cores),1959.0,10,Android,OpenCL,OpenCL Score,13583,/v6/compute/5150402,v6-compute
"Nov 06, 2025",HP HP EliteDesk 800 G2 DM 35W,Intel Core i5-6500T 2493 MHz (4 cores),2493.0,4,Windows,OpenCL,OpenCL Score,5090,/v6/compute/5150401,v6-compute
"Nov 06, 2025","iPad17,1",ARM 4425 MHz (9 cores),4425.0,9,iOS,Metal,Metal Score,74681,/v6/compute/5150400,v6-compute
"Nov 06, 2025",HP HP EliteDesk 800 G4 DM 65W (TAA),Intel Core i7-8700 3192 MHz (6 cores),3192.0,6,Windows,OpenCL,OpenCL Score,5880,/v6/compute/5150399,v6-compute
"Nov 06, 2025","Gigabyte Technology Co., Ltd. B560M H V2",Intel Core i7-10700 2894 MHz (8 cores),2894.0,8,Windows,OpenCL,OpenCL Score,56647,/v6/compute/5150398,v6-compute
"Nov 06, 2025",iPhone XS,Apple A12 Bionic 2490 MHz (6 cores),2490.0,6,iOS,Metal,Metal Score,8070,/v6/compute/5150397,v6-compute
"Nov 06, 2025",HP Victus by HP Gaming Laptop 15-fa2xxx,Intel Core i5-13420H 2100 MHz (8 cores),2100.0,8,Windows,OpenCL,OpenCL Score,8615,/v6/compute/5150396,v6-compute
"Nov 06, 2025",samsung SM-S938B,Qualcomm ARMv8 3532 MHz (8 cores),3532.0,8,Android,OpenCL,OpenCL Score,20283,/v6/compute/5150395,v6-compute
"Nov 06, 2025",iPhone 16 Pro Max,Apple A18 Pro 4040 MHz (6 cores),4040.0,6,iOS,Metal,Metal Score,32989,/v6/compute/5150394,v6-compute
"Nov 06, 2025","Gigabyte Technology Co., Ltd. X870E AORUS PRO ICE",AMD Ryzen 7 9800X3D 5350 MHz (8 cores),5350.0,8,Windows,Vulkan,Vulkan Score,385537,/v6/compute/5150393,v6-compute
"Nov 06, 2025","SAMSUNG ELECTRONICS CO., LTD. Galaxy Book4 Edge",Snapdragon X Elite - X1E84100 - Qualcomm Oryon 3801 MHz (12 cores),3801.0,12,Windows,OpenCL,OpenCL Score,23908,/v6/compute/5150392,v6-compute
"Nov 06, 2025",iPhone 13 Pro,Apple A15 Bionic 3230 MHz (6 cores),3230.0,6,iOS,Metal,Metal Score,19594,/v6/compute/5150391,v6-compute
"Nov 06, 2025",iMac (27-inch Retina Late 2015),Intel Core i5-6600 3300 MHz (4 cores),3300.0,4,macOS,OpenCL,OpenCL Score,27844,/v6/compute/5150390,v6-compute
"Nov 06, 2025",Xiaomi Lenovo TB-9707F,ARM ARMv8 2016 MHz (8 cores),2016.0,8,Android,OpenCL,OpenCL Score,8830,/v6/compute/5150389,v6-compute
"Nov 06, 2025",HP HP ZBook 15 G6,Intel Core i7-9850H 2592 MHz (6 cores),2592.0,6,Windows,OpenCL,OpenCL Score,39515,/v6/compute/5150388,v6-compute
"Nov 06, 2025",iPhone 16 Pro Max,Apple A18 Pro 4040 MHz (6 cores),4040.0,6,iOS,Metal,Metal Score,31449,/v6/compute/5150387,v6-compute
