Uploaded,System,CPU Details,Frequency_MHz,Cores,Platform,API,Score Label,Compute Score,Result URL,Schema
"Nov 06, 2025",LENOVO 82XQ,AMD Ryzen 3 7320U 2401 MHz (4 cores),2401.0,4,Windows,OpenCL,OpenCL Score,4290,/v6/compute/5151292,v6-compute
"Nov 06, 2025",iPhone 15 Pro Max,Apple A17 Pro 3780 MHz (6 cores),3780.0,6,iOS,Metal,Metal Score,27578,/v6/compute/5151291,v6-compute
"Nov 06, 2025",iPad Pro (12.9-inch 3rd Generation),Apple A12X Bionic 2490 MHz (8 cores),2490.0,8,iOS,Metal,Metal Score,17449,/v6/compute/5151290,v6-compute
"Nov 06, 2025",iPhone 14 Pro,Apple A16 Bionic 3460 MHz (6 cores),3460.0,6,iOS,Metal,Metal Score,23525,/v6/compute/5151289,v6-compute
"Nov 06, 2025 LK59_Louis",iPhone 15 Pro Max,Apple A17 Pro 3780 MHz (6 cores),3780.0,6,iOS,Metal,Metal Score,27683,/v6/compute/5151288,v6-compute
"Nov 06, 2025","MacBook Pro (14-inch, 2021)",Apple M1 Pro 3221 MHz (8 cores),3221.0,8,macOS,OpenCL,OpenCL Score,39513,/v6/compute/5151287,v6-compute
"Nov 06, 2025",ASUS ROG Phone 3,ARM Qualcomm 1804 MHz (8 cores),1804.0,8,Android,OpenCL,OpenCL Score,3056,/v6/compute/5151286,v6-compute
"Nov 06, 2025",Google Pixel 6,ARM ARMv8 1803 MHz (8 cores),1803.0,8,Android,Vulkan,Vulkan Score,8216,/v6/compute/5151285,v6-compute
"Nov 06, 2025",iPhone 15 Pro Max,Apple A17 Pro 3780 MHz (6 cores),3780.0,6,iOS,Metal,Metal Score,27683,/v6/compute/5151284,v6-compute
"Nov 06, 2025",Samsung Galaxy S22,ARM ARMv8 1824 MHz (8 cores),1824.0,8,Android,OpenCL,OpenCL Score,7562,/v6/compute/5151283,v6-compute
"Nov 06, 2025",ASRock X600-ITX,AMD Ryzen 7 8700G 4200 MHz (8 cores),4200.0,8,Windows,Vulkan,Vulkan Score,43745,/v6/compute/5151282,v6-compute
"Nov 06, 2025",iPhone 15 Plus,Apple A16 Bionic 3460 MHz (6 cores),3460.0,6,iOS,Metal,Metal Score,23274,/v6/compute/5151281,v6-compute
"Nov 06, 2025",vivo V2463A,Qualcomm ARMv8 3532 MHz (8 cores),3532.0,8,Android,Vulkan,Vulkan Score,25175,/v6/compute/5151280,v6-compute
"Nov 06, 2025",iPhone 13 Pro,Apple A15 Bionic 3230 MHz (6 cores),3230.0,6,iOS,Metal,Metal Score,21531,/v6/compute/5151279,v6-compute
"Nov 06, 2025",iPhone 16 Pro,Apple A18 Pro 4040 MHz (6 cores),4040.0,6,iOS,Metal,Metal Score,32622,/v6/compute/5151278,v6-compute
"Nov 06, 2025",ASUS System Product Name,AMD Ryzen 5 5600G 3901 MHz (6 cores),3901.0,6,Windows,OpenCL,OpenCL Score,42721,/v6/compute/5151277,v6-compute
"Nov 06, 2025","MacBook Pro (14-inch, Nov 2023)",Apple M3 Pro 4055 MHz (11 cores),4055.0,11,macOS,OpenCL,OpenCL Score,45149,/v6/compute/5151276,v6-compute
"Nov 06, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,OpenCL,OpenCL Score,48650,/v6/compute/5151275,v6-compute
"Nov 06, 2025",samsung SM-A166B,ARM ARMv8 2002 MHz (8 cores),2002.0,8,Android,OpenCL,OpenCL Score,1274,/v6/compute/5151274,v6-compute
"Nov 06, 2025",iPad Pro (11-inch),Apple A12X Bionic 2490 MHz (8 cores),2490.0,8,iOS,Metal,Metal Score,17139,/v6/compute/5151273,v6-compute
"Nov 06, 2025",Xiaomi 2201122G,ARM ARMv8 1785 MHz (8 cores),1785.0,8,Android,Vulkan,Vulkan Score,612,/v6/compute/5151272,v6-compute
"Nov 06, 2025","iPhone18,1",ARM 4254 MHz (6 cores),4254.0,6,iOS,Metal,Metal Score,45728,/v6/compute/5151271,v6-compute
"Nov 06, 2025",MacBook Air (2022),Apple M2 1952 MHz (8 cores),1952.0,8,macOS,OpenCL,OpenCL Score,21495,/v6/compute/5151270,v6-compute
"Nov 06, 2025",Sony Xperia 1 III,ARM ARMv8 1804 MHz (8 cores),1804.0,8,Android,Vulkan,Vulkan Score,4554,/v6/compute/5151269,v6-compute
"Nov 06, 2025",iPhone 11,Apple A13 Bionic 2660 MHz (6 cores),2660.0,6,iOS,Metal,Metal Score,13876,/v6/compute/5151268,v6-compute
"Nov 06, 2025",vivo V2505A,Qualcomm ARMv8 3628 MHz (8 cores),3628.0,8,Android,Vulkan,Vulkan Score,27073,/v6/compute/5151267,v6-compute
"Nov 06, 2025",iPad Pro (11-inch 3rd generation),Apple M1 3190 MHz (8 cores),3190.0,8,iOS,Metal,Metal Score,34080,/v6/compute/5151266,v6-compute
"Nov 06, 2025",Xiaomi 25079RPDCC,ARM ARMv8 2400 MHz (8 cores),2400.0,8,Android,OpenCL,OpenCL Score,20660,/v6/compute/5151265,v6-compute
"Nov 06, 2025",Samsung Galaxy Z Fold6,ARM ARMv8 2265 MHz (8 cores),2265.0,8,Android,OpenCL,OpenCL Score,10254,/v6/compute/5151264,v6-compute
"Nov 06, 2025","MacBook Pro (14-inch, Nov 2023)",Apple M3 Pro 4055 MHz (11 cores),4055.0,11,macOS,Metal,Metal Score,71782,/v6/compute/5151263,v6-compute
"Nov 06, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,Metal,Metal Score,76025,/v6/compute/5151262,v6-compute
"Nov 06, 2025",MacBook Air (2022),Apple M2 3478 MHz (8 cores),3478.0,8,macOS,OpenCL,OpenCL Score,25340,/v6/compute/5151261,v6-compute
"Nov 06, 2025",Samsung Galaxy S22,ARM ARMv8 1824 MHz (8 cores),1824.0,8,Android,OpenCL,OpenCL Score,7777,/v6/compute/5151260,v6-compute
"Nov 06, 2025","iPad17,1",ARM 4424 MHz (9 cores),4424.0,9,iOS,Metal,Metal Score,75369,/v6/compute/5151259,v6-compute
"Nov 06, 2025","iPhone18,1",ARM 4254 MHz (6 cores),4254.0,6,iOS,Metal,Metal Score,45728,/v6/compute/5151258,v6-compute
"Nov 06, 2025",ASRock X600-ITX,AMD Ryzen 7 8700G 4200 MHz (8 cores),4200.0,8,Windows,Vulkan,Vulkan Score,42244,/v6/compute/5151257,v6-compute
"Nov 06, 2025",Xiaomi 23127PN0CG,ARM ARMv8 2265 MHz (8 cores),2265.0,8,Android,OpenCL,OpenCL Score,14881,/v6/compute/5151256,v6-compute
"Nov 06, 2025",Xiaomi 2412DPC0AI,ARM ARMv8 2100 MHz (8 cores),2100.0,8,Android,Vulkan,Vulkan Score,11886,/v6/compute/5151255,v6-compute
"Nov 06, 2025","iPad15,3",ARM 4046 MHz (8 cores),4046.0,8,iOS,Metal,Metal Score,45332,/v6/compute/5151254,v6-compute
"Nov 06, 2025",ASUS System Product Name,AMD Ryzen 9 7950X 4501 MHz (16 cores),4501.0,16,Windows,Vulkan,Vulkan Score,114639,/v6/compute/5151253,v6-compute
"Nov 06, 2025","MacPro7,1",Intel Core i7-4790 3600 MHz (4 cores),3600.0,4,macOS,Metal,Metal Score,50772,/v6/compute/5151252,v6-compute
"Nov 06, 2025","MacPro7,1",Intel Core i7-4790 3600 MHz (4 cores),3600.0,4,macOS,Metal,Metal Score,50772,/v6/compute/5151252,v6-compute
"Nov 06, 2025",iPhone 14 Pro,Apple A16 Bionic 3460 MHz (6 cores),3460.0,6,iOS,Metal,Metal Score,23815,/v6/compute/5151251,v6-compute
"Nov 06, 2025",iPad Pro (12.9-inch 5th generation),Apple M1 3190 MHz (8 cores),3190.0,8,iOS,Metal,Metal Score,33869,/v6/compute/5151250,v6-compute
"Nov 06, 2025",Alienware Alienware 16X Aurora AC16251,Intel Core Ultra 9 275HX 2700 MHz (24 cores),2700.0,24,Windows,OpenCL,OpenCL Score,56572,/v6/compute/5151249,v6-compute
"Nov 06, 2025",Samsung Galaxy S24,ARM ARMv8 1959 MHz (10 cores),1959.0,10,Android,OpenCL,OpenCL Score,13827,/v6/compute/5151248,v6-compute
"Nov 06, 2025",Mac mini (2024),Apple M4 Pro 4511 MHz (14 cores),4511.0,14,macOS,Metal,Metal Score,110667,/v6/compute/5151247,v6-compute
"Nov 06, 2025",ASRock X600-ITX,AMD Ryzen 7 8700G 4200 MHz (8 cores),4200.0,8,Windows,OpenCL,OpenCL Score,33194,/v6/compute/5151246,v6-compute
"Nov 06, 2025",Samsung Galaxy S10 Lite,Qualcomm Qualcomm 1785 MHz (8 cores),1785.0,8,Android,OpenCL,OpenCL Score,2690,/v6/compute/5151245,v6-compute
"Nov 06, 2025","MacPro7,1",Intel Core i7-4790 3600 MHz (4 cores),3600.0,4,macOS,OpenCL,OpenCL Score,40318,/v6/compute/5151244,v6-compute
"Nov 06, 2025","iPhone18,1",ARM 4257 MHz (6 cores),4257.0,6,iOS,Metal,Metal Score,45811,/v6/compute/5151243,v6-compute
"Nov 06, 2025","iPhone18,2",ARM 4260 MHz (6 cores),4260.0,6,iOS,Metal,Metal Score,45435,/v6/compute/5151242,v6-compute
"Nov 06, 2025",realme RMX5079,ARM ARMv8 1804 MHz (8 cores),1804.0,8,Android,OpenCL,OpenCL Score,2928,/v6/compute/5151241,v6-compute
"Nov 06, 2025","iPad17,1",ARM 4427 MHz (9 cores),4427.0,9,iOS,Metal,Metal Score,76009,/v6/compute/5151240,v6-compute
"Nov 06, 2025",ASUS System Product Name,AMD Ryzen 9 7950X 4501 MHz (16 cores),4501.0,16,Windows,OpenCL,OpenCL Score,114231,/v6/compute/5151239,v6-compute
"Nov 06, 2025",OnePlus 9 Pro,ARM Qualcomm 1804 MHz (8 cores),1804.0,8,Android,OpenCL,OpenCL Score,4417,/v6/compute/5151238,v6-compute
"Nov 06, 2025",ASRock X600-ITX,AMD Ryzen 7 8700G 4200 MHz (8 cores),4200.0,8,Windows,OpenCL,OpenCL Score,33285,/v6/compute/5151237,v6-compute
"Nov 06, 2025",Xiaomi 2412DPC0AI,ARM ARMv8 2100 MHz (8 cores),2100.0,8,Android,OpenCL,OpenCL Score,10970,/v6/compute/5151236,v6-compute
"Nov 06, 2025",OPPO CPH2629,ARM ARMv8 2000 MHz (8 cores),2000.0,8,Android,OpenCL,OpenCL Score,2417,/v6/compute/5151235,v6-compute
"Nov 06, 2025",Mac mini (2024),Apple M4 Pro 4511 MHz (14 cores),4511.0,14,macOS,OpenCL,OpenCL Score,72291,/v6/compute/5151234,v6-compute
"Nov 06, 2025","Gigabyte Technology Co., Ltd. B760M AORUS ELITE AX",Intel Core i9-12900KS 3400 MHz (16 cores),3400.0,16,Windows,OpenCL,OpenCL Score,207043,/v6/compute/5151233,v6-compute
"Nov 06, 2025",iPad Air (4th generation),Apple A14 Bionic 2990 MHz (6 cores),2990.0,6,iOS,Metal,Metal Score,17120,/v6/compute/5151232,v6-compute
"Nov 06, 2025",Samsung Galaxy A53 5G,ARM ARMv8 2002 MHz (8 cores),2002.0,8,Android,Vulkan,Vulkan Score,2343,/v6/compute/5151231,v6-compute
"Nov 06, 2025","Radxa Computer (Shenzhen) Co., Ltd. Radxa Orion O6",ARM ARMv8 2500 MHz (12 cores),2500.0,12,Linux,OpenCL,OpenCL Score,10061,/v6/compute/5151230,v6-compute
"Nov 06, 2025",System manufacturer System Product Name,AMD Ryzen 7 5700X 3401 MHz (8 cores),3401.0,8,Windows,OpenCL,OpenCL Score,65032,/v6/compute/5151229,v6-compute
"Nov 06, 2025",Samsung Galaxy S24,ARM ARMv8 2265 MHz (8 cores),2265.0,8,Android,Vulkan,Vulkan Score,15843,/v6/compute/5151228,v6-compute
"Nov 06, 2025",Sony Xperia 1 III,ARM ARMv8 1804 MHz (8 cores),1804.0,8,Android,OpenCL,OpenCL Score,4436,/v6/compute/5151227,v6-compute
"Nov 06, 2025",iPhone 15,Apple A16 Bionic 3460 MHz (6 cores),3460.0,6,iOS,Metal,Metal Score,23984,/v6/compute/5151226,v6-compute
"Nov 06, 2025",Mac mini (2023),Apple M2 Pro 3478 MHz (10 cores),3478.0,10,macOS,Metal,Metal Score,77374,/v6/compute/5151225,v6-compute
"Nov 06, 2025",iPhone 13 Pro,Apple A15 Bionic 3230 MHz (6 cores),3230.0,6,iOS,Metal,Metal Score,21579,/v6/compute/5151224,v6-compute
"Nov 06, 2025",Generic,Intel Core i7-9700 2992 MHz (8 cores),2992.0,8,Windows,OpenCL,OpenCL Score,69011,/v6/compute/5151223,v6-compute
"Nov 06, 2025",OnePlus PKR110,Qualcomm ARMv8 3532 MHz (8 cores),3532.0,8,Android,Vulkan,Vulkan Score,24157,/v6/compute/5151222,v6-compute
"Nov 06, 2025",iPad Pro 13-inch (M4),Apple M4 4406 MHz (9 cores),4406.0,9,iOS,Metal,Metal Score,55833,/v6/compute/5151221,v6-compute
"Nov 06, 2025","iPhone18,3",ARM 4254 MHz (6 cores),4254.0,6,iOS,Metal,Metal Score,37330,/v6/compute/5151220,v6-compute
"Nov 06, 2025",Mac mini (2024),Apple M4 3941 MHz (10 cores),3941.0,10,macOS,OpenCL,OpenCL Score,38911,/v6/compute/5151219,v6-compute
"Nov 06, 2025 Titoma",Luis Antonio TE-EM-B-035,Intel Core i7-11800H 2304 MHz (8 cores),2304.0,8,Windows,OpenCL,OpenCL Score,64092,/v6/compute/5151218,v6-compute
"Nov 06, 2025",iPhone 16 Pro Max,Apple A18 Pro 4040 MHz (6 cores),4040.0,6,iOS,Metal,Metal Score,29534,/v6/compute/5151217,v6-compute
"Nov 06, 2025",iPhone 11 Pro,Apple A13 Bionic 2660 MHz (6 cores),2660.0,6,iOS,Metal,Metal Score,13764,/v6/compute/5151216,v6-compute
"Nov 06, 2025",OnePlus PJZ110,Qualcomm ARMv8 3532 MHz (8 cores),3532.0,8,Android,OpenCL,OpenCL Score,18557,/v6/compute/5151215,v6-compute
"Nov 06, 2025","iPhone18,1",ARM 4253 MHz (6 cores),4253.0,6,iOS,Metal,Metal Score,46103,/v6/compute/5151214,v6-compute
"Nov 06, 2025",Mac mini (2023),Apple M2 Pro 3478 MHz (10 cores),3478.0,10,macOS,OpenCL,OpenCL Score,47512,/v6/compute/5151213,v6-compute
"Nov 06, 2025",LENOVO 21KSCTO1WW,Intel Core Ultra 7 165H 1400 MHz (16 cores),1400.0,16,Windows,OpenCL,OpenCL Score,63595,/v6/compute/5151212,v6-compute
"Nov 06, 2025",iPhone 15 Pro,Apple A17 Pro 3780 MHz (6 cores),3780.0,6,iOS,Metal,Metal Score,26418,/v6/compute/5151211,v6-compute
"Nov 06, 2025",OnePlus CPH2551,ARM ARMv8 2016 MHz (8 cores),2016.0,8,Android,Vulkan,Vulkan Score,9307,/v6/compute/5151210,v6-compute
"Nov 06, 2025","iPad Pro (11-inch, 4th generation)",Apple M2 3490 MHz (8 cores),3490.0,8,iOS,Metal,Metal Score,48076,/v6/compute/5151209,v6-compute
"Nov 06, 2025",HUAWEI MACH-WX9,Intel Core i7-8550U 1995 MHz (4 cores),1995.0,4,Windows,OpenCL,OpenCL Score,7995,/v6/compute/5151208,v6-compute
"Nov 06, 2025","iPad15,5",ARM 4054 MHz (8 cores),4054.0,8,iOS,Metal,Metal Score,45361,/v6/compute/5151207,v6-compute
"Nov 06, 2025",samsung SM-S931B,Qualcomm ARMv8 3532 MHz (8 cores),3532.0,8,Android,OpenCL,OpenCL Score,16948,/v6/compute/5151206,v6-compute
"Nov 06, 2025",motorola moto g75 5G,ARM ARMv8 1804 MHz (8 cores),1804.0,8,Android,OpenCL,OpenCL Score,1804,/v6/compute/5151205,v6-compute
"Nov 06, 2025",OnePlus 12,ARM ARMv8 2265 MHz (8 cores),2265.0,8,Android,OpenCL,OpenCL Score,14508,/v6/compute/5151204,v6-compute
"Nov 06, 2025",iPhone 16,Apple A18 4040 MHz (6 cores),4040.0,6,iOS,Metal,Metal Score,27824,/v6/compute/5151203,v6-compute
"Nov 06, 2025",iPhone 11,Apple A13 Bionic 2660 MHz (6 cores),2660.0,6,iOS,Metal,Metal Score,13695,/v6/compute/5151202,v6-compute
"Nov 06, 2025",OnePlus PJZ110,Qualcomm ARMv8 3532 MHz (8 cores),3532.0,8,Android,Vulkan,Vulkan Score,24776,/v6/compute/5151201,v6-compute
"Nov 06, 2025",Xiaomi 25053RP5CC,ARM ARMv8 1795 MHz (10 cores),1795.0,10,Android,OpenCL,OpenCL Score,16572,/v6/compute/5151200,v6-compute
"Nov 06, 2025",Xiaomi Redmi Note 9 Pro,Qualcomm Qualcomm 1804 MHz (8 cores),1804.0,8,Android,Vulkan,Vulkan Score,492,/v6/compute/5151199,v6-compute
"Nov 06, 2025 Thiebaud","MacBook Pro (14-inch, 2021)",Apple M1 Pro 3221 MHz (8 cores),3221.0,8,macOS,Metal,Metal Score,65448,/v6/compute/5151198,v6-compute
"Nov 06, 2025",MacBook Pro (13-inch Late 2020),Apple M1 3196 MHz (8 cores),3196.0,8,macOS,Metal,Metal Score,34586,/v6/compute/5151197,v6-compute
"Nov 06, 2025",Google Pixel 8a,ARM ARMv8 1704 MHz (9 cores),1704.0,9,Android,Vulkan,Vulkan Score,8658,/v6/compute/5151196,v6-compute
"Nov 06, 2025",LENOVO XT2571-1,ARM ARMv8 2200 MHz (8 cores),2200.0,8,Android,OpenCL,OpenCL Score,7725,/v6/compute/5151195,v6-compute
"Nov 06, 2025",OnePlus CPH2551,ARM ARMv8 2016 MHz (8 cores),2016.0,8,Android,OpenCL,OpenCL Score,8788,/v6/compute/5151194,v6-compute
"Nov 06, 2025",iPhone 13 Pro Max,Apple A15 Bionic 3230 MHz (6 cores),3230.0,6,iOS,Metal,Metal Score,21634,/v6/compute/5151193,v6-compute
"Nov 06, 2025",AB350M Pro4,AMD Ryzen 5 3600XT 3801 MHz (6 cores),3801.0,6,Windows,OpenCL,OpenCL Score,35177,/v6/compute/5151192,v6-compute
"Nov 06, 2025","iPhone18,1",ARM 4252 MHz (6 cores),4252.0,6,iOS,Metal,Metal Score,45414,/v6/compute/5151191,v6-compute
"Nov 06, 2025","MacBook Pro (14-inch, Nov 2023)",Apple M3 Pro 4046 MHz (11 cores),4046.0,11,macOS,OpenCL,OpenCL Score,45382,/v6/compute/5151190,v6-compute
"Nov 06, 2025",iPhone 16 Pro Max,Apple A18 Pro 4040 MHz (6 cores),4040.0,6,iOS,Metal,Metal Score,32409,/v6/compute/5151189,v6-compute
"Nov 06, 2025","Micro-Star International Co., Ltd. MS-7C56",AMD Ryzen 5 1600X 3600 MHz (6 cores),3600.0,6,Windows,OpenCL,OpenCL Score,39827,/v6/compute/5151188,v6-compute
"Nov 06, 2025","MacBook Pro (16-inch, 2021)",Apple M1 Max 3127 MHz (10 cores),3127.0,10,macOS,OpenCL,OpenCL Score,45224,/v6/compute/5151187,v6-compute
"Nov 06, 2025",ASUS System Product Name,Intel Core i3-12100F 3291 MHz (4 cores),3291.0,4,Windows,OpenCL,OpenCL Score,41809,/v6/compute/5151186,v6-compute
"Nov 06, 2025",Samsung Galaxy S24,ARM ARMv8 2265 MHz (8 cores),2265.0,8,Android,Vulkan,Vulkan Score,11008,/v6/compute/5151185,v6-compute
"Nov 06, 2025",MacBook Pro (13-inch Late 2020),Apple M1 3196 MHz (8 cores),3196.0,8,macOS,OpenCL,OpenCL Score,21476,/v6/compute/5151184,v6-compute
"Nov 06, 2025",samsung SM-S921E,ARM ARMv8 2265 MHz (8 cores),2265.0,8,Android,OpenCL,OpenCL Score,13554,/v6/compute/5151183,v6-compute
"Nov 06, 2025",Samsung Galaxy S20 FE 5G,ARM Qualcomm 1804 MHz (8 cores),1804.0,8,Android,OpenCL,OpenCL Score,3116,/v6/compute/5151182,v6-compute
"Nov 06, 2025",Google Pixel 9,ARM ARMv8 1950 MHz (8 cores),1950.0,8,Android,Vulkan,Vulkan Score,9307,/v6/compute/5151181,v6-compute
"Nov 06, 2025",Huawei Honor 8X,ARM Hisilicon 1709 MHz (8 cores),1709.0,8,Android,Vulkan,Vulkan Score,974,/v6/compute/5151180,v6-compute
"Nov 06, 2025","iPad15,3",ARM 4055 MHz (8 cores),4055.0,8,iOS,Metal,Metal Score,44347,/v6/compute/5151179,v6-compute
"Nov 06, 2025",iPhone 12 Pro Max,Apple A14 Bionic 2990 MHz (6 cores),2990.0,6,iOS,Metal,Metal Score,16913,/v6/compute/5151178,v6-compute
"Nov 06, 2025",ASUS System Product Name,Intel Core i3-12100F 3291 MHz (4 cores),3291.0,4,Windows,Vulkan,Vulkan Score,51825,/v6/compute/5151177,v6-compute
"Nov 06, 2025",vivo V2465A,ARM ARMv8 2000 MHz (8 cores),2000.0,8,Android,OpenCL,OpenCL Score,11364,/v6/compute/5151176,v6-compute
"Nov 06, 2025",iPhone 12,Apple A14 Bionic 2990 MHz (6 cores),2990.0,6,iOS,Metal,Metal Score,16574,/v6/compute/5151175,v6-compute
"Nov 06, 2025","iPhone18,1",ARM 4259 MHz (6 cores),4259.0,6,iOS,Metal,Metal Score,45891,/v6/compute/5151174,v6-compute
"Nov 06, 2025",samsung SM-X916B,ARM ARMv8 2016 MHz (8 cores),2016.0,8,Android,OpenCL,OpenCL Score,9303,/v6/compute/5151173,v6-compute
"Nov 06, 2025",Xiaomi 2306EPN60G,ARM ARMv8 2000 MHz (8 cores),2000.0,8,Android,OpenCL,OpenCL Score,3589,/v6/compute/5151172,v6-compute
"Nov 06, 2025",iPhone SE (3rd generation),Apple A15 Bionic 3230 MHz (6 cores),3230.0,6,iOS,Metal,Metal Score,18632,/v6/compute/5151171,v6-compute
"Nov 06, 2025","Micro-Star International Co., Ltd. MS-7C56",AMD Ryzen 5 1600X 3600 MHz (6 cores),3600.0,6,Windows,OpenCL,OpenCL Score,39454,/v6/compute/5151170,v6-compute
"Nov 06, 2025",LENOVO 83DV,Intel Core i5-13450HX 2400 MHz (10 cores),2400.0,10,Windows,OpenCL,OpenCL Score,72956,/v6/compute/5151169,v6-compute
"Nov 06, 2025","iMacPro1,1",Intel Core i5-12400F 2500 MHz (6 cores),2500.0,6,macOS,Metal,Metal Score,107600,/v6/compute/5151168,v6-compute
"Nov 06, 2025","iPad15,3",ARM 4055 MHz (8 cores),4055.0,8,iOS,Metal,Metal Score,43929,/v6/compute/5151167,v6-compute
"Nov 06, 2025",iPhone 14 Plus,Apple A15 Bionic 3230 MHz (6 cores),3230.0,6,iOS,Metal,Metal Score,21366,/v6/compute/5151166,v6-compute
"Nov 06, 2025",iPhone 16 Pro,Apple A18 Pro 4040 MHz (6 cores),4040.0,6,iOS,Metal,Metal Score,32496,/v6/compute/5151165,v6-compute
"Nov 06, 2025",Samsung Galaxy S24,ARM ARMv8 2265 MHz (8 cores),2265.0,8,Android,Vulkan,Vulkan Score,15445,/v6/compute/5151164,v6-compute
"Nov 06, 2025",iPhone 15 Pro Max,Apple A17 Pro 3780 MHz (6 cores),3780.0,6,iOS,Metal,Metal Score,28169,/v6/compute/5151163,v6-compute
"Nov 06, 2025",ASUS System Product Name,Intel Core i3-12100F 3291 MHz (4 cores),3291.0,4,Windows,Vulkan,Vulkan Score,51591,/v6/compute/5151162,v6-compute
"Nov 06, 2025","Mac16,12",Apple M4 4415 MHz (10 cores),4415.0,10,macOS,Metal,Metal Score,54034,/v6/compute/5151161,v6-compute
"Nov 06, 2025","iPad17,1",ARM 4427 MHz (10 cores),4427.0,10,iOS,Metal,Metal Score,74893,/v6/compute/5151160,v6-compute
"Nov 06, 2025","iMacPro1,1",Intel Core i5-12400F 2500 MHz (6 cores),2500.0,6,macOS,OpenCL,OpenCL Score,60801,/v6/compute/5151159,v6-compute
"Nov 06, 2025",ASUS System Product Name,Intel Core i3-12100F 3291 MHz (4 cores),3291.0,4,Windows,Vulkan,Vulkan Score,51515,/v6/compute/5151158,v6-compute
"Nov 06, 2025",OnePlus PKR110,Qualcomm ARMv8 3532 MHz (8 cores),3532.0,8,Android,Vulkan,Vulkan Score,24876,/v6/compute/5151157,v6-compute
"Nov 06, 2025",iPhone 16 Pro,Apple A18 Pro 4040 MHz (6 cores),4040.0,6,iOS,Metal,Metal Score,32668,/v6/compute/5151156,v6-compute
"Nov 06, 2025",LENOVO 20W000Q0MX,Intel Core i7-1165G7 2803 MHz (4 cores),2803.0,4,Windows,OpenCL,OpenCL Score,9307,/v6/compute/5151155,v6-compute
"Nov 06, 2025","iPad17,1",ARM 4425 MHz (9 cores),4425.0,9,iOS,Metal,Metal Score,75305,/v6/compute/5151154,v6-compute
"Nov 06, 2025","Micro-Star International Co., Ltd. MS-7C95",AMD Ryzen 7 5700X 3401 MHz (8 cores),3401.0,8,Windows,OpenCL,OpenCL Score,34516,/v6/compute/5151153,v6-compute
"Nov 06, 2025",Google Pixel 9,ARM ARMv8 1950 MHz (8 cores),1950.0,8,Android,OpenCL,OpenCL Score,8437,/v6/compute/5151152,v6-compute
"Nov 06, 2025",motorola moto g stylus - 2025,ARM ARMv8 1804 MHz (8 cores),1804.0,8,Android,OpenCL,OpenCL Score,2058,/v6/compute/5151151,v6-compute
"Nov 06, 2025",iPhone 14 Pro,Apple A16 Bionic 3460 MHz (6 cores),3460.0,6,iOS,Metal,Metal Score,23802,/v6/compute/5151150,v6-compute
"Nov 06, 2025",ASUS System Product Name,Intel Core i3-12100F 3291 MHz (4 cores),3291.0,4,Windows,OpenCL,OpenCL Score,41836,/v6/compute/5151149,v6-compute
"Nov 06, 2025",iPhone 13,Apple A15 Bionic 3230 MHz (6 cores),3230.0,6,iOS,Metal,Metal Score,17995,/v6/compute/5151148,v6-compute
"Nov 06, 2025",iPhone 11 Pro,Apple A13 Bionic 2660 MHz (6 cores),2660.0,6,iOS,Metal,Metal Score,14023,/v6/compute/5151147,v6-compute
"Nov 06, 2025",ASUS System Product Name,AMD Ryzen 5 9600X 3900 MHz (6 cores),3900.0,6,Windows,OpenCL,OpenCL Score,189570,/v6/compute/5151146,v6-compute
"Nov 06, 2025",HONOR PTP-N49,Qualcomm SM8750 3532 MHz (8 cores),3532.0,8,Android,OpenCL,OpenCL Score,18494,/v6/compute/5151145,v6-compute
"Nov 06, 2025",Samsung Galaxy S23 Ultra,ARM ARMv8 2016 MHz (8 cores),2016.0,8,Android,OpenCL,OpenCL Score,9408,/v6/compute/5151144,v6-compute
"Nov 06, 2025","MacBook Pro (14-inch, 2023)",Apple M2 Pro 3440 MHz (12 cores),3440.0,12,macOS,OpenCL,OpenCL Score,53495,/v6/compute/5151143,v6-compute
"Nov 06, 2025",Samsung Galaxy Z Fold6,ARM ARMv8 2265 MHz (8 cores),2265.0,8,Android,OpenCL,OpenCL Score,10237,/v6/compute/5151142,v6-compute
"Nov 06, 2025",LENOVO 21CBS0H700,Intel Core i7-1255U 1700 MHz (10 cores),1700.0,10,Windows,OpenCL,OpenCL Score,14631,/v6/compute/5151141,v6-compute
"Nov 06, 2025","SAMSUNG ELECTRONICS CO., LTD. 750XGK",Intel Core 5 120U 2493 MHz (10 cores),2493.0,10,Windows,OpenCL,OpenCL Score,10438,/v6/compute/5151140,v6-compute
"Nov 06, 2025",iPad Pro 11-inch (2nd generation),Apple A12Z Bionic 2490 MHz (8 cores),2490.0,8,iOS,Metal,Metal Score,18811,/v6/compute/5151139,v6-compute
"Nov 06, 2025",iPhone 16 Plus,Apple A18 4040 MHz (6 cores),4040.0,6,iOS,Metal,Metal Score,27906,/v6/compute/5151138,v6-compute
"Nov 06, 2025 lesmak","MacBook Pro (14-inch, 2021)",Apple M1 Pro 3135 MHz (8 cores),3135.0,8,macOS,Metal,Metal Score,65414,/v6/compute/5151137,v6-compute
"Nov 06, 2025",OnePlus PKX110,Qualcomm ARMv8 3532 MHz (8 cores),3532.0,8,Android,Vulkan,Vulkan Score,24386,/v6/compute/5151136,v6-compute
